R,G,B,hue,High_or_Low
23,15,15,0.0,Low group
-2,-2,-2,0.0,Low group
-13,-4,-4,0.0,Low group
-16,-2,-2,0.0,Low group
-24,-26,-26,0.0,Low group
-14,-7,-7,0.0,Low group
7,-11,-11,0.0,Low group
3,-4,-4,0.0,Low group
-5,11,11,0.0,Low group
-6,10,10,0.0,Low group
-3,-17,-17,0.0,Low group
-1,-10,-10,0.0,Low group
-4,11,11,0.0,Low group
20,25,25,0.0,Low group
-5,5,5,0.0,Low group
-24,-5,-5,0.0,Low group
-10,0,0,0.0,Low group
-1,2,2,0.0,Low group
12,3,3,0.0,Low group
-23,-14,-14,0.0,Low group
-4,1,1,0.0,Low group
-19,-21,-21,0.0,Low group
20,16,16,0.0,Low group
-13,5,5,0.0,Low group
-12,-1,-1,0.0,Low group
-7,11,11,0.0,Low group
12,1,1,0.0,Low group
0,-4,-4,0.0,Low group
16,26,26,0.0,Low group
-13,-1,-1,0.0,Low group
-17,-9,-9,0.0,Low group
24,13,13,0.0,Low group
12,22,22,0.0,Low group
-20,-28,-28,0.0,Low group
17,7,7,0.0,Low group
-19,-10,-10,0.0,Low group
-20,-9,-9,0.0,Low group
11,8,8,0.0,Low group
-10,0,0,0.0,Low group
12,-2,-2,0.0,Low group
-10,9,9,0.0,Low group
-18,-15,-15,0.0,Low group
-11,-21,-21,0.0,Low group
-7,-9,-9,0.0,Low group
-11,-23,-23,0.0,Low group
2,19,19,0.0,Low group
-15,-8,-8,0.0,Low group
-10,-2,-2,0.0,Low group
-12,5,5,0.0,Low group
5,0,0,0.0,Low group
15,19,19,0.0,Low group
-1,-14,-14,0.0,Low group
20,19,19,0.0,Low group
10,-5,-5,0.0,Low group
15,25,25,0.0,Low group
22,11,11,0.0,Low group
-6,-13,-13,0.0,Low group
-12,-18,-18,0.0,Low group
-20,-2,-2,0.0,Low group
12,19,19,0.0,Low group
-3,-15,-15,0.0,Low group
-22,0,0,0.0,Low group
-12,-8,-8,0.0,Low group
4,-8,-8,0.0,Low group
-6,14,14,0.0,Low group
16,4,4,0.0,Low group
2,0,0,0.0,Low group
-15,-7,-7,0.0,Low group
-9,-5,-5,0.0,Low group
15,27,27,0.0,Low group
-5,-16,-16,0.0,Low group
-15,-17,-17,0.0,Low group
4,-7,-7,0.0,Low group
23,13,13,0.0,Low group
15,10,10,0.0,Low group
17,-2,-2,0.0,Low group
22,-2,-2,0.0,Low group
-9,-6,-6,0.0,Low group
-9,-18,-18,0.0,Low group
-1,-5,-5,0.0,Low group
-14,-20,-20,0.0,Low group
-7,-21,-21,0.0,Low group
21,27,27,0.0,Low group
-9,-17,-17,0.0,Low group
-1,15,15,0.0,Low group
5,5,5,0.0,Low group
7,0,0,0.0,Low group
-4,5,5,0.0,Low group
4,13,13,0.0,Low group
9,18,18,0.0,Low group
-1,11,11,0.0,Low group
-19,-11,-11,0.0,Low group
-2,-6,-6,0.0,Low group
-22,-18,-18,0.0,Low group
-13,0,0,0.0,Low group
-4,0,0,0.0,Low group
-10,2,2,0.0,Low group
24,8,8,0.0,Low group
19,6,6,0.0,Low group
21,32,32,0.0,Low group
22,35,35,0.0,Low group
9,9,9,0.0,Low group
3,-14,-14,0.0,Low group
4,-6,-6,0.0,Low group
15,-4,-4,0.0,Low group
12,12,12,0.0,Low group
21,26,26,0.0,Low group
-20,0,0,0.0,Low group
24,7,7,0.0,Low group
-5,-8,-8,0.0,Low group
-23,-26,-26,0.0,Low group
-6,-11,-11,0.0,Low group
-5,4,4,0.0,Low group
1,-12,-12,0.0,Low group
5,6,6,0.0,Low group
-15,-19,-19,0.0,Low group
13,12,12,0.0,Low group
-14,-11,-11,0.0,Low group
18,21,21,0.0,Low group
-1,-7,-7,0.0,Low group
9,0,0,0.0,Low group
17,31,31,0.0,Low group
18,32,32,0.0,Low group
19,2,2,0.0,Low group
-25,-4,-4,0.0,Low group
-21,-5,-5,0.0,Low group
-21,-10,-10,0.0,Low group
5,-1,-1,0.0,Low group
-21,-13,-13,0.0,Low group
-5,7,7,0.0,Low group
0,18,18,0.0,Low group
10,-3,-3,0.0,Low group
21,16,16,0.0,Low group
20,16,16,0.0,Low group
-13,6,6,0.0,Low group
3,-2,-2,0.0,Low group
-18,-17,-17,0.0,Low group
-8,-3,-3,0.0,Low group
24,16,16,0.0,Low group
-3,13,13,0.0,Low group
18,31,31,0.0,Low group
8,20,20,0.0,Low group
20,34,34,0.0,Low group
-22,-12,-12,0.0,Low group
-22,-24,-24,0.0,Low group
17,-1,-1,0.0,Low group
-18,-26,-26,0.0,Low group
21,33,33,0.0,Low group
-18,-15,-15,0.0,Low group
-17,0,0,0.0,Low group
16,20,20,0.0,Low group
-23,-11,-11,0.0,Low group
0,4,4,0.0,Low group
15,14,14,0.0,Low group
19,-2,-2,0.0,Low group
-14,-10,-10,0.0,Low group
17,23,23,0.0,Low group
17,-5,-5,0.0,Low group
23,27,27,0.0,Low group
-10,-2,-2,0.0,Low group
21,-3,-3,0.0,Low group
20,31,31,0.0,Low group
17,0,0,0.0,Low group
-2,-9,-9,0.0,Low group
14,29,29,0.0,Low group
4,-3,-3,0.0,Low group
-11,-7,-7,0.0,Low group
-16,-10,-10,0.0,Low group
-12,-8,-8,0.0,Low group
15,27,27,0.0,Low group
-10,-1,-1,0.0,Low group
-16,-15,-15,0.0,Low group
-16,-5,-5,0.0,Low group
3,7,7,0.0,Low group
21,19,19,0.0,Low group
1,13,13,0.0,Low group
16,21,21,0.0,Low group
10,3,3,0.0,Low group
-5,10,10,0.0,Low group
16,20,20,0.0,Low group
-13,-15,-15,0.0,Low group
6,5,5,0.0,Low group
-11,-18,-18,0.0,Low group
-14,-16,-16,0.0,Low group
-15,-1,-1,0.0,Low group
11,15,15,0.0,Low group
20,10,10,0.0,Low group
20,19,19,0.0,Low group
13,-6,-6,0.0,Low group
-16,-2,-2,0.0,Low group
1,-10,-10,0.0,Low group
-6,1,1,0.0,Low group
6,0,0,0.0,Low group
14,6,6,0.0,Low group
18,9,9,0.0,Low group
0,3,3,0.0,Low group
-7,-20,-20,0.0,Low group
0,9,9,0.0,Low group
23,12,12,0.0,Low group
-20,-6,-6,0.0,Low group
3,-8,-8,0.0,Low group
12,7,7,0.0,Low group
9,-2,-2,0.0,Low group
18,-5,-5,0.0,Low group
15,1,1,0.0,Low group
8,2,2,0.0,Low group
21,4,4,0.0,Low group
-14,5,5,0.0,Low group
-22,-8,-8,0.0,Low group
-11,-16,-16,0.0,Low group
12,-4,-4,0.0,Low group
-13,-13,-13,0.0,Low group
-23,-26,-26,0.0,Low group
-4,-6,-6,0.0,Low group
0,13,13,0.0,Low group
-15,-12,-12,0.0,Low group
-4,-12,-12,0.0,Low group
23,22,22,0.0,Low group
-20,-23,-23,0.0,Low group
-12,-20,-20,0.0,Low group
0,-12,-12,0.0,Low group
10,14,14,0.0,Low group
12,17,17,0.0,Low group
21,32,32,0.0,Low group
-20,-17,-17,0.0,Low group
25,21,21,0.0,Low group
11,6,6,0.0,Low group
21,0,0,0.0,Low group
-14,-11,-11,0.0,Low group
-20,0,0,0.0,Low group
0,-16,-16,0.0,Low group
14,12,12,0.0,Low group
11,11,11,0.0,Low group
-12,-14,-14,0.0,Low group
-3,11,11,0.0,Low group
21,9,9,0.0,Low group
-22,-10,-10,0.0,Low group
19,26,26,0.0,Low group
14,2,2,0.0,Low group
-17,-17,-17,0.0,Low group
14,22,22,0.0,Low group
4,0,0,0.0,Low group
1,-2,-2,0.0,Low group
19,13,13,0.0,Low group
8,4,4,0.0,Low group
24,13,13,0.0,Low group
-21,-22,-22,0.0,Low group
13,-2,-2,0.0,Low group
7,-4,-4,0.0,Low group
-16,-26,-26,0.0,Low group
20,27,27,0.0,Low group
13,1,1,0.0,Low group
18,10,10,0.0,Low group
5,3,3,0.0,Low group
-11,2,2,0.0,Low group
4,20,20,0.0,Low group
21,20,20,0.0,Low group
3,10,10,0.0,Low group
15,16,16,0.0,Low group
-16,-25,-25,0.0,Low group
-1,9,9,0.0,Low group
22,11,11,0.0,Low group
-25,-29,-29,0.0,Low group
-24,-25,-25,0.0,Low group
22,5,5,0.0,Low group
-23,-27,-27,0.0,Low group
-16,4,4,0.0,Low group
-25,-29,-29,0.0,Low group
22,-3,-3,0.0,Low group
-9,-9,-9,0.0,Low group
-11,7,7,0.0,Low group
2,7,7,0.0,Low group
7,24,24,0.0,Low group
23,36,36,0.0,Low group
-13,-16,-16,0.0,Low group
-2,-12,-12,0.0,Low group
3,-3,-3,0.0,Low group
-4,-18,-18,0.0,Low group
23,4,4,0.0,Low group
-24,-10,-10,0.0,Low group
3,0,0,0.0,Low group
-7,-1,-1,0.0,Low group
18,9,9,0.0,Low group
-9,-19,-19,0.0,Low group
-12,-4,-4,0.0,Low group
2,-9,-9,0.0,Low group
-17,-25,-25,0.0,Low group
-13,-3,-3,0.0,Low group
24,8,8,0.0,Low group
7,-1,-1,0.0,Low group
16,23,23,0.0,Low group
-6,-16,-16,0.0,Low group
-13,-24,-24,0.0,Low group
9,-1,-1,0.0,Low group
-25,-9,-9,0.0,Low group
24,29,29,0.0,Low group
2,5,5,0.0,Low group
9,21,21,0.0,Low group
-4,-19,-19,0.0,Low group
12,23,23,0.0,Low group
12,10,10,0.0,Low group
19,30,30,0.0,Low group
15,2,2,0.0,Low group
12,12,12,0.0,Low group
10,23,23,0.0,Low group
-25,-22,-22,0.0,Low group
-20,-12,-12,0.0,Low group
6,14,14,0.0,Low group
-2,-5,-5,0.0,Low group
-15,1,1,0.0,Low group
-13,-4,-4,0.0,Low group
-14,-6,-6,0.0,Low group
-21,-13,-13,0.0,Low group
-17,-1,-1,0.0,Low group
11,3,3,0.0,Low group
24,4,4,0.0,Low group
20,29,29,0.0,Low group
20,24,24,0.0,Low group
-1,10,10,0.0,Low group
-22,-21,-21,0.0,Low group
8,-2,-2,0.0,Low group
14,2,2,0.0,Low group
-2,-11,-11,0.0,Low group
0,18,18,0.0,Low group
-24,-19,-19,0.0,Low group
12,19,19,0.0,Low group
21,10,10,0.0,Low group
-2,12,12,0.0,Low group
25,4,4,0.0,Low group
4,-11,-11,0.0,Low group
8,-7,-7,0.0,Low group
-23,-5,-5,0.0,Low group
17,3,3,0.0,Low group
15,23,23,0.0,Low group
10,-7,-7,0.0,Low group
0,14,14,0.0,Low group
20,13,13,0.0,Low group
0,-10,-10,0.0,Low group
18,20,20,0.0,Low group
-16,2,2,0.0,Low group
5,13,13,0.0,Low group
8,14,14,0.0,Low group
13,0,0,0.0,Low group
21,20,20,0.0,Low group
-3,-6,-6,0.0,Low group
14,21,21,0.0,Low group
-10,6,6,0.0,Low group
4,4,4,0.0,Low group
-14,-8,-8,0.0,Low group
18,17,17,0.0,Low group
-12,1,1,0.0,Low group
-8,-5,-5,0.0,Low group
4,-3,-3,0.0,Low group
-15,-19,-19,0.0,Low group
7,12,12,0.0,Low group
-1,-15,-15,0.0,Low group
-14,-9,-9,0.0,Low group
0,12,12,0.0,Low group
4,-11,-11,0.0,Low group
-23,-4,-4,0.0,Low group
-24,-16,-16,0.0,Low group
9,-3,-3,0.0,Low group
24,13,13,0.0,Low group
4,-1,-1,0.0,Low group
-20,-3,-3,0.0,Low group
-17,-18,-18,0.0,Low group
24,8,8,0.0,Low group
11,-9,-9,0.0,Low group
-15,2,2,0.0,Low group
-14,0,0,0.0,Low group
-7,7,7,0.0,Low group
-22,-11,-11,0.0,Low group
10,17,17,0.0,Low group
-12,-6,-6,0.0,Low group
-13,5,5,0.0,Low group
-6,-16,-16,0.0,Low group
10,16,16,0.0,Low group
-24,-5,-5,0.0,Low group
9,23,23,0.0,Low group
-4,11,11,0.0,Low group
9,-4,-4,0.0,Low group
-12,2,2,0.0,Low group
23,16,16,0.0,Low group
11,23,23,0.0,Low group
-2,-8,-8,0.0,Low group
22,34,34,0.0,Low group
19,31,31,0.0,Low group
9,-5,-5,0.0,Low group
0,17,17,0.0,Low group
4,-9,-9,0.0,Low group
-2,-16,-16,0.0,Low group
12,24,24,0.0,Low group
-2,2,2,0.0,Low group
-2,15,15,0.0,Low group
-3,6,6,0.0,Low group
17,18,18,0.0,Low group
20,29,29,0.0,Low group
20,-3,-3,0.0,Low group
-17,-5,-5,0.0,Low group
10,-3,-3,0.0,Low group
16,31,31,0.0,Low group
19,20,20,0.0,Low group
-25,-6,-6,0.0,Low group
-18,-26,-26,0.0,Low group
-20,-21,-21,0.0,Low group
-6,-19,-19,0.0,Low group
-23,-1,-1,0.0,Low group
-7,-19,-19,0.0,Low group
7,6,6,0.0,Low group
13,4,4,0.0,Low group
23,5,5,0.0,Low group
-4,-9,-9,0.0,Low group
0,19,19,0.0,Low group
-24,-21,-21,0.0,Low group
2,2,2,0.0,Low group
18,18,18,0.0,Low group
-2,-10,-10,0.0,Low group
-12,0,0,0.0,Low group
8,-3,-3,0.0,Low group
5,-12,-12,0.0,Low group
-6,-20,-20,0.0,Low group
4,-4,-4,0.0,Low group
-12,5,5,0.0,Low group
21,22,22,0.0,Low group
-5,5,5,0.0,Low group
-24,-30,-30,0.0,Low group
22,17,17,0.0,Low group
-3,6,6,0.0,Low group
7,18,18,0.0,Low group
16,13,13,0.0,Low group
-20,-12,-12,0.0,Low group
9,21,21,0.0,Low group
6,13,13,0.0,Low group
-3,2,2,0.0,Low group
5,21,21,0.0,Low group
17,14,14,0.0,Low group
2,-12,-12,0.0,Low group
-25,-13,-13,0.0,Low group
0,13,13,0.0,Low group
24,0,0,0.0,Low group
-12,-20,-20,0.0,Low group
3,6,6,0.0,Low group
11,9,9,0.0,Low group
-9,8,8,0.0,Low group
-10,-1,-1,0.0,Low group
22,15,15,0.0,Low group
10,-10,-10,0.0,Low group
5,22,22,0.0,Low group
8,23,23,0.0,Low group
5,-8,-8,0.0,Low group
-1,0,0,0.0,Low group
17,19,19,0.0,Low group
21,34,34,0.0,Low group
-17,4,4,0.0,Low group
-23,-28,-28,0.0,Low group
-10,-19,-19,0.0,Low group
24,6,6,0.0,Low group
-19,-12,-12,0.0,Low group
4,8,8,0.0,Low group
14,30,30,0.0,Low group
14,23,23,0.0,Low group
-24,-2,-2,0.0,Low group
16,16,16,0.0,Low group
7,-7,-7,0.0,Low group
-7,-19,-19,0.0,Low group
20,32,32,0.0,Low group
-24,-23,-23,0.0,Low group
7,9,9,0.0,Low group
-3,-9,-9,0.0,Low group
10,26,26,0.0,Low group
10,9,9,0.0,Low group
-25,-5,-5,0.0,Low group
-4,-1,-1,0.0,Low group
2,-10,-10,0.0,Low group
-23,-20,-20,0.0,Low group
-13,-13,-13,0.0,Low group
-8,4,4,0.0,Low group
21,4,4,0.0,Low group
-21,-4,-4,0.0,Low group
-17,-4,-4,0.0,Low group
-2,13,13,0.0,Low group
-7,0,0,0.0,Low group
3,11,11,0.0,Low group
-11,-3,-3,0.0,Low group
-6,8,8,0.0,Low group
-19,1,1,0.0,Low group
23,-1,-1,0.0,Low group
13,-6,-6,0.0,Low group
-12,-1,-1,0.0,Low group
-15,-22,-22,0.0,Low group
-4,-3,-3,0.0,Low group
-4,14,14,0.0,Low group
-5,-12,-12,0.0,Low group
-17,-8,-8,0.0,Low group
10,5,5,0.0,Low group
-22,-13,-13,0.0,Low group
24,31,31,0.0,Low group
10,-2,-2,0.0,Low group
13,23,23,0.0,Low group
-19,-18,-18,0.0,Low group
-16,-9,-9,0.0,Low group
10,2,2,0.0,Low group
23,0,0,0.0,Low group
-10,1,1,0.0,Low group
-11,9,9,0.0,Low group
17,4,4,0.0,Low group
-5,-2,-2,0.0,Low group
9,0,0,0.0,Low group
-24,-10,-10,0.0,Low group
24,17,17,0.0,Low group
6,8,8,0.0,Low group
-16,1,1,0.0,Low group
-18,-5,-5,0.0,Low group
-24,-24,-24,0.0,Low group
-20,-5,-5,0.0,Low group
19,-4,-4,0.0,Low group
10,11,11,0.0,Low group
4,15,15,0.0,Low group
24,24,24,0.0,Low group
14,-3,-3,0.0,Low group
-20,-1,-1,0.0,Low group
12,8,8,0.0,Low group
-17,3,3,0.0,Low group
-2,-3,-3,0.0,Low group
-3,5,5,0.0,Low group
-5,7,7,0.0,Low group
19,3,3,0.0,Low group
-22,-9,-9,0.0,Low group
-5,-6,-6,0.0,Low group
-10,-22,-22,0.0,Low group
-25,-25,-25,0.0,Low group
15,30,30,0.0,Low group
-12,-23,-23,0.0,Low group
-18,-17,-17,0.0,Low group
-22,-24,-24,0.0,Low group
12,25,25,0.0,Low group
2,-9,-9,0.0,Low group
9,7,7,0.0,Low group
-12,2,2,0.0,Low group
-17,-1,-1,0.0,Low group
13,-7,-7,0.0,Low group
0,-9,-9,0.0,Low group
-6,1,1,0.0,Low group
-22,-18,-18,0.0,Low group
-16,-4,-4,0.0,Low group
-22,0,0,0.0,Low group
15,-4,-4,0.0,Low group
-10,-23,-23,0.0,Low group
11,27,27,0.0,Low group
5,-7,-7,0.0,Low group
-4,-14,-14,0.0,Low group
-3,-4,-4,0.0,Low group
5,-3,-3,0.0,Low group
-23,-13,-13,0.0,Low group
4,9,9,0.0,Low group
0,0,0,0.0,Low group
23,27,27,0.0,Low group
-23,-8,-8,0.0,Low group
23,16,16,0.0,Low group
-13,-23,-23,0.0,Low group
11,10,10,0.0,Low group
-2,16,16,0.0,Low group
2,-11,-11,0.0,Low group
-14,3,3,0.0,Low group
2,2,2,0.0,Low group
-18,-9,-9,0.0,Low group
2,-14,-14,0.0,Low group
-18,-13,-13,0.0,Low group
16,-6,-6,0.0,Low group
10,15,15,0.0,Low group
23,14,14,0.0,Low group
1,-7,-7,0.0,Low group
-16,-20,-20,0.0,Low group
1,4,4,0.0,Low group
-17,-9,-9,0.0,Low group
-24,-24,-24,0.0,Low group
-9,0,0,0.0,Low group
7,-2,-2,0.0,Low group
0,7,7,0.0,Low group
6,23,23,0.0,Low group
-16,-23,-23,0.0,Low group
-21,-2,-2,0.0,Low group
11,-4,-4,0.0,Low group
18,26,26,0.0,Low group
0,13,13,0.0,Low group
6,22,22,0.0,Low group
24,0,0,0.0,Low group
-2,10,10,0.0,Low group
12,25,25,0.0,Low group
-15,-13,-13,0.0,Low group
17,25,25,0.0,Low group
8,-1,-1,0.0,Low group
11,14,14,0.0,Low group
-20,-23,-23,0.0,Low group
14,-2,-2,0.0,Low group
24,22,22,0.0,Low group
-13,-19,-19,0.0,Low group
-20,-29,-29,0.0,Low group
14,0,0,0.0,Low group
18,12,12,0.0,Low group
24,8,8,0.0,Low group
-25,-21,-21,0.0,Low group
14,9,9,0.0,Low group
-17,-11,-11,0.0,Low group
-12,-21,-21,0.0,Low group
-8,-3,-3,0.0,Low group
19,9,9,0.0,Low group
-11,-11,-11,0.0,Low group
4,-5,-5,0.0,Low group
-4,8,8,0.0,Low group
-2,-14,-14,0.0,Low group
3,5,5,0.0,Low group
-2,-10,-10,0.0,Low group
-1,-6,-6,0.0,Low group
1,19,19,0.0,Low group
23,13,13,0.0,Low group
24,32,32,0.0,Low group
-4,11,11,0.0,Low group
9,20,20,0.0,Low group
23,1,1,0.0,Low group
-9,0,0,0.0,Low group
-12,1,1,0.0,Low group
-11,4,4,0.0,Low group
4,15,15,0.0,Low group
17,31,31,0.0,Low group
24,-1,-1,0.0,Low group
18,26,26,0.0,Low group
0,-7,-7,0.0,Low group
-18,1,1,0.0,Low group
23,-2,-2,0.0,Low group
5,2,2,0.0,Low group
-10,-15,-15,0.0,Low group
-12,-2,-2,0.0,Low group
9,3,3,0.0,Low group
-14,-12,-12,0.0,Low group
-15,-9,-9,0.0,Low group
-4,0,0,0.0,Low group
21,35,35,0.0,Low group
10,20,20,0.0,Low group
21,12,12,0.0,Low group
-16,-3,-3,0.0,Low group
20,21,21,0.0,Low group
-17,-1,-1,0.0,Low group
22,-2,-2,0.0,Low group
-25,-13,-13,0.0,Low group
-3,-18,-18,0.0,Low group
-25,-4,-4,0.0,Low group
12,-2,-2,0.0,Low group
-1,-10,-10,0.0,Low group
7,-2,-2,0.0,Low group
3,18,18,0.0,Low group
23,17,17,0.0,Low group
12,6,6,0.0,Low group
-21,-2,-2,0.0,Low group
-24,-10,-10,0.0,Low group
-21,-18,-18,0.0,Low group
24,9,9,0.0,Low group
17,25,25,0.0,Low group
16,-3,-3,0.0,Low group
5,-12,-12,0.0,Low group
7,1,1,0.0,Low group
22,18,18,0.0,Low group
5,-3,-3,0.0,Low group
-7,5,5,0.0,Low group
24,31,31,0.0,Low group
18,6,6,0.0,Low group
10,3,3,0.0,Low group
-1,12,12,0.0,Low group
0,18,18,0.0,Low group
8,13,13,0.0,Low group
5,-10,-10,0.0,Low group
-8,4,4,0.0,Low group
1,10,10,0.0,Low group
16,0,0,0.0,Low group
-5,-7,-7,0.0,Low group
-1,-11,-11,0.0,Low group
5,9,9,0.0,Low group
-17,-17,-17,0.0,Low group
3,15,15,0.0,Low group
-18,0,0,0.0,Low group
16,2,2,0.0,Low group
-19,-19,-19,0.0,Low group
0,-3,-3,0.0,Low group
-13,-13,-13,0.0,Low group
9,-3,-3,0.0,Low group
-1,16,16,0.0,Low group
1,19,19,0.0,Low group
4,-11,-11,0.0,Low group
20,33,33,0.0,Low group
18,27,27,0.0,Low group
-16,3,3,0.0,Low group
13,-5,-5,0.0,Low group
-6,-19,-19,0.0,Low group
-20,-25,-25,0.0,Low group
1,13,13,0.0,Low group
13,22,22,0.0,Low group
-3,-6,-6,0.0,Low group
8,13,13,0.0,Low group
-19,-10,-10,0.0,Low group
-23,-4,-4,0.0,Low group
20,10,10,0.0,Low group
10,19,19,0.0,Low group
15,-5,-5,0.0,Low group
-12,0,0,0.0,Low group
11,17,17,0.0,Low group
3,-7,-7,0.0,Low group
-9,1,1,0.0,Low group
-9,-8,-8,0.0,Low group
-2,11,11,0.0,Low group
14,12,12,0.0,Low group
-11,-21,-21,0.0,Low group
4,17,17,0.0,Low group
-8,-16,-16,0.0,Low group
-14,-20,-20,0.0,Low group
24,30,30,0.0,Low group
10,-4,-4,0.0,Low group
23,1,1,0.0,Low group
-7,-20,-20,0.0,Low group
-14,-11,-11,0.0,Low group
7,17,17,0.0,Low group
-1,-9,-9,0.0,Low group
5,1,1,0.0,Low group
-10,6,6,0.0,Low group
-23,0,0,0.0,Low group
1,13,13,0.0,Low group
4,7,7,0.0,Low group
-24,-3,-3,0.0,Low group
-5,0,0,0.0,Low group
-17,-15,-15,0.0,Low group
-13,3,3,0.0,Low group
14,9,9,0.0,Low group
15,-1,-1,0.0,Low group
-10,-3,-3,0.0,Low group
4,15,15,0.0,Low group
3,-1,-1,0.0,Low group
-11,-1,-1,0.0,Low group
-16,-3,-3,0.0,Low group
9,21,21,0.0,Low group
13,-5,-5,0.0,Low group
4,6,6,0.0,Low group
-5,-19,-19,0.0,Low group
14,5,5,0.0,Low group
-10,9,9,0.0,Low group
20,5,5,0.0,Low group
-12,-20,-20,0.0,Low group
1,1,1,0.0,Low group
-22,-18,-18,0.0,Low group
-16,-8,-8,0.0,Low group
-22,-10,-10,0.0,Low group
21,7,7,0.0,Low group
18,3,3,0.0,Low group
7,4,4,0.0,Low group
20,11,11,0.0,Low group
-7,-17,-17,0.0,Low group
-18,-7,-7,0.0,Low group
15,-6,-6,0.0,Low group
-10,-13,-13,0.0,Low group
15,8,8,0.0,Low group
17,31,31,0.0,Low group
18,17,17,0.0,Low group
-19,-28,-28,0.0,Low group
14,30,30,0.0,Low group
-16,-5,-5,0.0,Low group
15,14,14,0.0,Low group
-21,-14,-14,0.0,Low group
19,13,13,0.0,Low group
19,24,24,0.0,Low group
12,26,26,0.0,Low group
-23,-24,-24,0.0,Low group
-8,-14,-14,0.0,Low group
-25,-1,-1,0.0,Low group
-18,1,1,0.0,Low group
-2,1,1,0.0,Low group
-12,-19,-19,0.0,Low group
2,-2,-2,0.0,Low group
20,27,27,0.0,Low group
6,-4,-4,0.0,Low group
6,8,8,0.0,Low group
-7,-15,-15,0.0,Low group
0,17,17,0.0,Low group
3,18,18,0.0,Low group
23,15,15,0.0,Low group
5,19,19,0.0,Low group
-1,-12,-12,0.0,Low group
-24,-15,-15,0.0,Low group
-11,-4,-4,0.0,Low group
4,13,13,0.0,Low group
-22,-21,-21,0.0,Low group
21,24,24,0.0,Low group
19,19,19,0.0,Low group
16,16,16,0.0,Low group
-17,-12,-12,0.0,Low group
-18,-12,-12,0.0,Low group
7,11,11,0.0,Low group
-12,-11,-11,0.0,Low group
10,26,26,0.0,Low group
24,25,25,0.0,Low group
-2,4,4,0.0,Low group
10,16,16,0.0,Low group
5,0,0,0.0,Low group
-4,-5,-5,0.0,Low group
6,0,0,0.0,Low group
-7,-17,-17,0.0,Low group
-14,3,3,0.0,Low group
17,21,21,0.0,Low group
-23,-11,-11,0.0,Low group
-3,-5,-5,0.0,Low group
0,-16,-16,0.0,Low group
18,0,0,0.0,Low group
5,5,5,0.0,Low group
15,4,4,0.0,Low group
-1,2,2,0.0,Low group
-19,-20,-20,0.0,Low group
-6,-14,-14,0.0,Low group
-13,7,7,0.0,Low group
-8,-18,-18,0.0,Low group
8,12,12,0.0,Low group
5,-12,-12,0.0,Low group
-22,0,0,0.0,Low group
-2,12,12,0.0,Low group
-3,14,14,0.0,Low group
9,11,11,0.0,Low group
6,13,13,0.0,Low group
2,8,8,0.0,Low group
15,-2,-2,0.0,Low group
-18,-13,-13,0.0,Low group
14,6,6,0.0,Low group
-12,-10,-10,0.0,Low group
-21,-23,-23,0.0,Low group
23,4,4,0.0,Low group
4,9,9,0.0,Low group
12,14,14,0.0,Low group
3,-10,-10,0.0,Low group
16,7,7,0.0,Low group
17,17,17,0.0,Low group
8,7,7,0.0,Low group
-12,7,7,0.0,Low group
3,0,0,0.0,Low group
-16,-7,-7,0.0,Low group
-17,-10,-10,0.0,Low group
2,-10,-10,0.0,Low group
25,32,32,0.0,Low group
5,-3,-3,0.0,Low group
23,7,7,0.0,Low group
-9,0,0,0.0,Low group
-11,-19,-19,0.0,Low group
0,8,8,0.0,Low group
16,-5,-5,0.0,Low group
-5,-16,-16,0.0,Low group
-22,-26,-26,0.0,Low group
-4,-15,-15,0.0,Low group
18,12,12,0.0,Low group
-15,-1,-1,0.0,Low group
-13,-22,-22,0.0,Low group
-24,-2,-2,0.0,Low group
5,0,0,0.0,Low group
-3,5,5,0.0,Low group
23,30,30,0.0,Low group
2,3,3,0.0,Low group
0,-2,-2,0.0,Low group
-4,-8,-8,0.0,Low group
-1,-14,-14,0.0,Low group
0,-14,-14,0.0,Low group
6,18,18,0.0,Low group
-21,0,0,0.0,Low group
1,10,10,0.0,Low group
9,24,24,0.0,Low group
-17,-20,-20,0.0,Low group
-11,5,5,0.0,Low group
8,25,25,0.0,Low group
-10,3,3,0.0,Low group
17,21,21,0.0,Low group
-1,7,7,0.0,Low group
7,17,17,0.0,Low group
-1,-10,-10,0.0,Low group
-25,-29,-29,0.0,Low group
0,8,8,0.0,Low group
7,6,6,0.0,Low group
-21,1,1,0.0,Low group
2,11,11,0.0,Low group
-23,-30,-30,0.0,Low group
2,8,8,0.0,Low group
17,15,15,0.0,Low group
-23,-17,-17,0.0,Low group
-20,-26,-26,0.0,Low group
-8,-18,-18,0.0,Low group
-4,-8,-8,0.0,Low group
14,13,13,0.0,Low group
2,-12,-12,0.0,Low group
8,5,5,0.0,Low group
4,10,10,0.0,Low group
-4,-12,-12,0.0,Low group
-3,6,6,0.0,Low group
-3,13,13,0.0,Low group
-22,-15,-15,0.0,Low group
5,-9,-9,0.0,Low group
-23,-5,-5,0.0,Low group
-8,-8,-8,0.0,Low group
6,17,17,0.0,Low group
-14,-18,-18,0.0,Low group
-23,-22,-22,0.0,Low group
-1,-8,-8,0.0,Low group
5,9,9,0.0,Low group
5,18,18,0.0,Low group
7,-1,-1,0.0,Low group
17,0,0,0.0,Low group
-19,-6,-6,0.0,Low group
